% IBTrACS (International Best Track Archive for Climate Stewardship) tropical storm database
@RELATION tropicalstorms

@ATTRIBUTE genesis_basin {NA, SA, WP, EP, SP, NI, SI}
@ATTRIBUTE nature {TS, SS, ET, DS}
@ATTRIBUTE track_type {main, merge, split, other}
@ATTRIBUTE time REAL
@ATTRIBUTE lon REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE dist2land REAL
@ATTRIBUTE msw REAL
@ATTRIBUTE mcp REAL
@ATTRIBUTE landfall {True, False}

@DATA
EP,TS,main,41881.0,253.0,10.5999994278,940,40.0,0.0,False
WP,ET,main,39757.75,165.0,5.90000009537,1666,0.0,1008.0,False
EP,DS,main,52826.25,244.0,13.7999992371,1198,30.0,1007.0,False
EP,ET,main,42986.0,235.899993896,13.3999996185,1783,30.0,0.0,False
EP,TS,main,51031.5,248.5,16.6999988556,710,30.0,1009.0,False
WP,ET,main,38145.0,144.0,8.0,1168,0.0,1002.0,False
SI,TS,main,54421.5,75.4000015259,-4.7999997139,1327,25.0,1003.0,False
EP,TS,main,37575.5,234.800003052,12.3000001907,1954,45.0,0.0,False
WP,ET,main,45905.0,157.5,21.5,2258,0.0,1004.0,False
EP,DS,main,53636.0,251.5,14.7999992371,630,30.0,1008.0,False
WP,ET,main,35306.75,133.300003052,22.0,1037,0.0,998.0,False
SI,TS,main,51909.25,68.4000015259,-9.69999980927,1635,25.0,1002.0,False
WP,TS,main,51373.25,154.800003052,22.7999992371,1963,0.0,1006.0,False
EP,TS,main,55069.25,189.100006104,11.8999996185,1633,20.0,1009.0,False
WP,ET,main,41875.75,161.800003052,27.5999984741,2165,0.0,1008.0,False
WP,ET,main,48179.25,150.300003052,14.2999992371,1864,0.0,1004.0,False
WP,TS,main,35058.75,135.800003052,12.8999996185,1109,0.0,1006.0,False
WP,ET,main,49550.25,136.0,21.0,1235,0.0,1002.0,False
EP,TS,main,46323.75,261.5,12.1999998093,432,25.0,0.0,False
NA,ET,main,44568.0,314.0,36.0,1321,50.0,988.0,False
WP,ET,main,41595.25,168.0,14.3999996185,2648,0.0,985.0,False
EP,DS,main,56206.5,242.0,13.5,1348,30.0,1006.0,False
NA,ET,main,43809.75,287.299987793,23.5,258,30.0,1008.0,False
WP,TS,main,50317.75,160.800003052,27.2999992371,2098,0.0,1006.0,False
WP,ET,main,47378.75,174.5,26.5,2647,0.0,1012.0,False
EP,TS,main,50986.0,265.5,8.0,747,25.0,1007.0,False
SI,TS,main,55899.5,89.9000015259,-12.0999994278,1530,27.0,1001.0,False
SI,TS,split,40452.25,67.7999954224,-9.0999994278,1641,0.0,0.0,False
EP,TS,main,39684.0,243.100006104,15.0,1142,25.0,0.0,False
EP,DS,main,52778.75,257.799987793,9.5999994278,839,25.0,1007.0,False
WP,ET,main,50438.0,140.099990845,7.59999990463,1050,0.0,1004.0,False
EP,TS,main,48867.75,257.5,9.89999961853,819,30.0,1009.0,False
EP,TS,main,48472.0,261.600006104,12.3000001907,417,25.0,1010.0,False
SI,ET,main,55943.25,74.0,-10.3000001907,1955,15.0,1005.0,False
EP,DS,main,52885.5,248.5,19.0,463,30.0,1001.0,False
EP,TS,main,48110.75,210.0,10.5,1121,30.0,0.0,False
EP,TS,main,52192.5,260.799987793,14.0999994278,254,30.0,1007.0,False
NA,DS,main,55438.0,318.200012207,14.0,1505,25.0,1007.0,False
WP,ET,main,55076.75,130.099990845,17.5,731,0.0,996.0,False
NA,TS,main,35727.75,285.0,22.8999996185,221,25.0,0.0,False
EP,ET,main,39720.0,249.0,15.0,801,45.0,0.0,False
SI,TS,main,47950.25,73.0,-16.0,1675,0.0,0.0,False
WP,ET,main,52778.0,150.300003052,7.09999990463,1080,0.0,1006.0,False
WP,ET,main,45149.0,131.0,22.0,970,0.0,1002.0,False
WP,TS,main,45659.25,147.5,8.0,1131,0.0,1002.0,False
WP,TS,main,42659.25,130.0,16.0,645,0.0,1006.0,False
WP,TS,main,46416.0,115.5,7.2999997139,138,0.0,1004.0,False
EP,TS,main,48816.25,254.200012207,14.0999994278,530,25.0,1006.0,False
EP,TS,main,56959.75,260.899993896,10.6999998093,609,30.0,1007.0,False
WP,ET,main,54757.0,151.399993896,21.5,1866,0.0,1010.0,False
WP,ET,main,42721.25,150.5,9.5,1344,0.0,1004.0,False
SI,TS,main,47154.25,68.5,-13.0,1398,28.0,997.0,False
NA,ET,main,49221.75,307.399993896,19.8999996185,1367,30.0,1020.0,False
WP,ET,main,39386.75,160.0,11.0,1829,0.0,1006.0,False
EP,TS,main,45538.5,264.700012207,11.0,516,30.0,0.0,False
EP,TS,main,41544.0,249.600006104,9.5999994278,1225,25.0,0.0,False
WP,TS,main,51772.0,181.5,34.3999977112,2191,45.0,0.0,False
WP,TS,main,39840.25,136.0,10.0,1065,0.0,1006.0,False
EP,TS,main,53289.75,263.299987793,14.3999996185,134,30.0,1006.0,False
EP,DS,main,56838.25,257.0,17.0,119,45.0,1004.0,False
EP,DS,main,56916.0,262.399993896,11.3999996185,482,35.0,1007.0,False
WP,ET,main,54398.25,134.399993896,18.7999992371,1199,0.0,1004.0,False
EP,TS,main,47073.75,255.800003052,12.1999998093,661,35.0,0.0,False
EP,TS,main,49260.0,245.399993896,10.5,1433,30.0,1008.0,False
NA,TS,main,40815.5,319.0,11.0,1361,25.0,0.0,False
EP,TS,main,48215.25,172.0,9.0,2311,0.0,1004.0,False
WP,TS,main,36398.0,118.699996948,19.1000003815,214,0.0,1000.0,False
SI,ET,main,51192.5,36.0999984741,-20.1999988556,114,15.0,1002.0,False
NA,TS,main,47025.0,340.0,14.7999992371,269,25.0,1011.0,False
SI,TS,main,42426.0,91.0999984741,-11.1999998093,1369,-1.0,1004.0,False
NA,ET,main,41579.5,300.5,37.5,827,25.0,0.0,False
NA,ET,main,38261.5,310.5,13.6999998093,1008,30.0,0.0,False
SI,TS,main,40845.25,59.0,-10.0,1047,0.0,0.0,False
NA,TS,main,51075.0,333.399993896,13.3999996185,992,25.0,1010.0,False
WP,TS,main,54318.5,130.0,15.0,578,0.0,1002.0,False
EP,TS,main,40073.0,256.299987793,11.6999998093,686,25.0,0.0,False
SI,TS,main,49790.5,67.6999969482,-15.5,1176,25.0,1002.0,False
NA,TS,main,55410.5,319.299987793,12.5,1484,30.0,1007.0,False
SI,ET,main,52701.25,80.4000015259,-10.3999996185,1826,20.0,1005.0,False
EP,TS,main,51011.25,255.399993896,16.8999996185,195,30.0,1005.0,False
EP,DS,main,53947.75,238.600006104,14.0999994278,1534,30.0,1009.0,False
WP,ET,main,41073.25,119.699996948,14.2999992371,70,0.0,1004.0,False
EP,DS,main,53256.25,250.100006104,15.0999994278,708,30.0,1005.0,False
NA,TS,main,46752.75,297.200012207,22.7999992371,571,30.0,1009.0,False
SI,ET,main,41740.25,69.0999984741,-12.0999994278,1510,0.0,0.0,False
EP,TS,main,54312.5,237.5,12.8999996185,1713,25.0,1008.0,False
EP,TS,main,33505.0,215.5,14.5,1229,25.0,0.0,False
SI,TS,main,44270.25,71.0,-14.0,1568,0.0,0.0,False
EP,TS,main,55122.75,203.800003052,8.39999961853,1176,25.0,1008.0,False
WP,ET,main,52931.0,145.199996948,18.3999996185,1915,0.0,1000.0,False
EP,TS,main,43420.0,252.800003052,15.2999992371,505,30.0,0.0,False
EP,DS,main,56498.0,238.200012207,14.8999996185,1492,30.0,1005.0,False
WP,ET,main,37087.0,135.0,12.0,1009,0.0,1008.0,False
EP,TS,main,47010.75,269.799987793,10.0999994278,379,30.0,0.0,False
EP,TS,main,41551.0,262.200012207,10.0,640,30.0,0.0,False
EP,TS,main,48882.5,252.300003052,16.8999996185,399,30.0,1009.0,False
WP,ET,main,43039.0,151.0,14.0,1846,0.0,1004.0,False
EP,TS,main,46304.75,255.899993896,15.7999992371,285,25.0,0.0,False
EP,TS,main,44045.25,257.299987793,9.5,869,25.0,0.0,False
SI,TS,main,48543.25,60.2999992371,-8.19999980927,1257,20.0,1005.0,False
WP,ET,main,33947.25,128.0,16.0,452,0.0,1006.0,False
NA,TS,main,48506.0,334.200012207,10.3999996185,1006,25.0,1010.0,False
EP,TS,main,46658.5,255.700012207,17.2999992371,140,25.0,0.0,False
WP,ET,main,48625.5,179.099990845,4.40000009537,2196,0.0,1002.0,False
WP,ET,main,49640.5,166.0,10.6999998093,2189,0.0,1006.0,False
SI,ET,main,53399.25,72.2999954224,-10.5,1897,20.0,1003.0,False
SI,TS,merge,50470.75,68.6999969482,-13.3999996185,1390,20.0,1004.0,False
NA,TS,main,43788.75,304.399993896,18.0,1003,25.0,1011.0,False
SI,TS,main,46856.5,73.0,-13.5,1786,36.0,991.0,False
EP,TS,main,46979.5,244.100006104,12.8999996185,1280,30.0,0.0,False
WP,ET,main,51049.0,129.699996948,20.5,810,0.0,1006.0,False
EP,TS,main,43676.0,242.0,11.1999998093,1560,25.0,0.0,False
SI,TS,main,51262.5416667,119.0,-11.5,195,19.0,1005.0,False
EP,DS,main,53928.0,257.799987793,13.5,440,30.0,1006.0,False
WP,ET,main,39018.75,152.899993896,7.59999990463,1175,0.0,1006.0,False
EP,ET,main,37163.0,260.299987793,15.0,187,75.0,0.0,False
NA,DS,main,56180.5,322.0,15.5,1921,25.0,1008.0,False
EP,TS,main,42637.0,252.0,11.6999998093,882,30.0,0.0,False
EP,TS,main,48709.25,187.800003052,5.19999980927,2095,25.0,0.0,False
NA,ET,main,39358.0,339.5,12.8999996185,381,25.0,0.0,False
SI,ET,main,38753.0,80.0,-13.5999994278,2185,0.0,0.0,False
EP,TS,main,40783.5,256.700012207,15.8999996185,246,25.0,0.0,False
WP,TS,main,42283.75,116.5,21.0,203,0.0,1002.0,False
SI,TS,main,48608.0,68.0,-8.80000019073,1681,20.0,1005.0,False
WP,ET,main,42162.5,150.399993896,8.5999994278,1244,0.0,1004.0,False
EP,DS,main,55096.0,247.0,13.5,1074,20.0,1008.0,False
SI,TS,main,43580.25,57.0,-13.0,743,0.0,0.0,False
EP,TS,main,54050.0,247.700012207,13.0999994278,1050,30.0,1007.0,False
NA,DS,main,55110.0,310.799987793,15.0999994278,1166,30.0,1008.0,False
EP,DS,main,56466.5,256.399993896,11.8000001907,671,30.0,1005.0,False
NA,ET,main,50629.5,282.799987793,32.0,224,30.0,1013.0,False
EP,TS,main,40403.75,268.5,12.6999998093,136,25.0,0.0,False
WP,ET,main,47776.0,148.0,17.0,2140,0.0,1004.0,False
EP,ET,main,51409.5,179.0,29.5999984741,2279,0.0,1016.0,False
WP,TS,main,36385.25,146.399993896,15.0,1915,0.0,1004.0,False
EP,TS,main,48567.0,255.600006104,10.0999994278,881,30.0,1006.0,False
WP,ET,main,47749.0,154.0,20.0,2156,0.0,1004.0,False
SI,TS,main,50649.0,76.7999954224,-5.90000009537,1388,25.0,1002.0,False
SI,TS,main,39198.0416667,101.0,-13.0,833,-1.0,1004.0,False
SI,TS,main,50079.5,50.7999992371,-17.2999992371,120,20.0,1004.0,False
EP,DS,main,56881.5,255.0,15.0999994278,392,25.0,1008.0,False
EP,TS,main,43731.25,252.0,18.0,341,30.0,0.0,False
NA,TS,main,48103.0,337.799987793,10.0999994278,643,25.0,1014.0,False
SI,TS,main,42029.25,70.0,-10.0,1737,0.0,0.0,False
SI,TS,main,48022.5,68.0,-7.39999961853,1803,28.0,997.0,False
NA,DS,main,55475.25,292.799987793,22.0,372,30.0,1000.0,False
WP,TS,main,53520.0,148.399993896,8.69999980927,1215,0.0,1008.0,False
NA,TS,main,45942.5,319.0,13.0999994278,1500,25.0,1009.0,False
WP,ET,main,55112.0,143.800003052,15.1999998093,1962,0.0,1004.0,False
NA,TS,main,50735.5,291.299987793,20.0,100,30.0,1002.0,False
SI,TS,main,53130.5,77.0999984741,-8.0,1605,25.0,1002.0,False
EP,TS,main,48795.5,268.5,11.5,269,25.0,1007.0,False
EP,TS,main,51769.75,256.0,17.1000003815,144,30.0,1005.0,False
WP,ET,main,41195.0,138.0,18.0,1490,0.0,1010.0,False
SI,ET,main,44204.25,79.5,-10.0,1785,0.0,0.0,False
NA,ET,main,36426.25,338.399993896,10.8000001907,553,35.0,0.0,False
SI,TS,main,39530.25,60.7999992371,-12.8999996185,870,0.0,0.0,False
SI,TS,main,51912.5,89.6999969482,-9.0999994278,1313,25.0,1002.0,False
EP,TS,main,39677.0,263.700012207,10.1999998093,605,25.0,0.0,False
NA,DS,main,55081.75,336.0,11.8000001907,775,30.0,1005.0,False
NA,ET,main,40122.5,286.0,26.0,407,25.0,0.0,False
NA,ET,main,41939.5,337.600006104,10.5,646,30.0,0.0,False
WP,TS,main,47633.0,147.0,8.0,1131,0.0,1002.0,False
WP,TS,main,36535.25,138.699996948,10.8000001907,1333,0.0,1002.0,False
EP,TS,main,39746.5,246.899993896,15.0,941,25.0,0.0,False
EP,TS,main,44795.75,253.100006104,13.2999992371,667,25.0,0.0,False
SI,TS,main,47953.75,94.0,-14.5999994278,1493,31.0,1000.0,False
EP,TS,main,48515.25,257.799987793,14.0999994278,377,25.0,1009.0,False
WP,ET,main,39043.0,168.0,8.0,2003,0.0,1000.0,False
WP,ET,main,50221.25,114.0,14.1999998093,508,0.0,1004.0,False
NA,ET,main,45980.25,291.100006104,24.1000003815,511,25.0,1010.0,False
SI,TS,main,43958.5,55.0,-14.0,502,20.0,1003.0,False
EP,DS,main,53591.5,246.200012207,14.0,1073,25.0,1006.0,False
NA,TS,main,56202.5,322.0,12.3999996185,1721,25.0,1008.0,False
WP,ET,main,37610.5,153.0,14.1999998093,1907,0.0,1008.0,False
NA,ET,main,54735.0,325.0,39.0,1693,40.0,1011.0,False
NA,TS,main,38327.5,301.100006104,15.1999998093,552,25.0,0.0,False
EP,DS,main,54017.75,232.300003052,12.7999992371,2109,30.0,1005.0,False
EP,TS,main,47718.5,251.200012207,10.0999994278,1081,25.0,1014.0,False
WP,TS,main,43444.0,158.5,17.2999992371,2390,0.0,1008.0,False
WP,ET,main,47747.25,143.0,11.0,1508,0.0,1004.0,False
EP,TS,main,46308.0,179.0,13.0,2459,0.0,1002.0,False
SI,ET,main,42102.5,79.9000015259,-15.7999992371,2388,0.0,0.0,False
EP,DS,main,52433.5,257.600006104,16.1000003815,192,25.0,1004.0,False
WP,ET,main,52898.0,133.0,13.0999994278,817,0.0,1004.0,False
NA,DS,main,55798.0,331.0,12.3000001907,1272,30.0,1006.0,False
WP,ET,main,40786.25,161.800003052,24.3999996185,2363,0.0,1006.0,False
WP,TS,main,47830.5,105.199996948,7.19999980927,171,0.0,1008.0,False
EP,TS,main,40891.5,252.300003052,14.5,609,25.0,0.0,False
EP,TS,main,45261.75,256.700012207,9.39999961853,905,25.0,0.0,False
WP,TS,main,52331.5,155.699996948,5.7999997139,1091,0.0,1006.0,False
SI,ET,main,56691.25,57.8999977112,-13.5999994278,727,15.0,1005.0,False
SI,TS,main,55177.5,84.5999984741,-7.39999961853,1555,20.0,1005.0,False
NA,ET,main,55871.0,290.0,28.5,869,45.0,1005.0,False
EP,TS,main,40147.75,268.5,13.5,49,45.0,0.0,False
EP,TS,main,54052.75,256.399993896,12.3000001907,620,25.0,1009.0,False
EP,TS,main,49646.0,202.699996948,12.7999992371,703,30.0,0.0,False
WP,TS,main,38601.75,140.0,14.0,1578,0.0,1006.0,False
WP,ET,main,49600.25,140.0,20.0,1535,0.0,1004.0,False
EP,ET,main,39714.0,253.100006104,13.2999992371,667,45.0,0.0,False
NA,TS,main,43727.5,325.0,13.0,1858,25.0,1010.0,False
SI,TS,main,56333.25,85.9000015259,-11.8000001907,1827,20.0,1003.0,False
EP,TS,main,45577.25,258.700012207,11.8999996185,564,25.0,0.0,False
SI,TS,split,43573.5,57.0,-12.7999992371,751,0.0,0.0,False
EP,ET,main,55055.0,247.700012207,13.7999992371,995,25.0,1009.0,False
NA,ET,main,52878.75,329.299987793,14.5999994278,1420,25.0,1009.0,False
EP,DS,main,56060.75,255.300003052,9.5,956,25.0,1008.0,False
EP,DS,main,56584.75,260.200012207,13.1999998093,370,25.0,1006.0,False
WP,TS,main,52473.75,149.699996948,21.3999996185,1784,0.0,1006.0,False
WP,TS,main,38974.0,139.0,24.3999996185,1051,0.0,1006.0,False
NA,ET,main,51468.75,309.200012207,9.80000019073,550,25.0,1006.0,False
EP,TS,main,56516.25,220.400009155,12.0,1829,20.0,1010.0,False
WP,TS,main,38692.0,141.5,14.0999994278,1739,0.0,1004.0,False
EP,DS,main,55787.5,233.5,12.3000001907,2053,25.0,1008.0,False
EP,TS,main,46598.5,247.399993896,8.69999980927,1445,30.0,0.0,False
WP,ET,main,36850.0,137.5,10.1999998093,1230,0.0,1008.0,False
EP,DS,main,54361.25,253.700012207,12.6999998093,694,25.0,1007.0,False
WP,ET,main,40165.5,164.099990845,8.0999994278,1831,0.0,1008.0,False
EP,TS,main,53630.5,252.300003052,13.5,700,20.0,1009.0,False
EP,TS,main,44432.0,252.300003052,15.5999994278,506,35.0,0.0,False
EP,DS,main,53607.5,255.300003052,16.8999996185,201,25.0,1007.0,False
WP,ET,main,36159.75,169.0,7.09999990463,1960,0.0,995.0,False
EP,DS,main,55838.75,248.300003052,11.5999994278,1127,25.0,1009.0,False
WP,ET,main,40508.0,150.0,11.0,1495,0.0,1009.0,False
EP,ET,main,43410.0,253.5,10.6999998093,909,35.0,0.0,False
EP,TS,main,51099.0,242.100006104,15.7999992371,1147,30.0,1009.0,False
EP,TS,main,45135.5,254.800003052,12.7999992371,641,30.0,0.0,False
NA,TS,main,39395.0,316.799987793,10.8000001907,1152,25.0,0.0,False
WP,ET,main,53569.0,168.0,21.2999992371,3078,0.0,1008.0,False
EP,TS,main,45928.75,225.699996948,12.3999996185,2329,30.0,0.0,False
NA,ET,main,33891.75,339.700012207,12.5999994278,380,30.0,0.0,False
SI,TS,main,53315.5,84.9000015259,-5.0,1311,20.0,1007.0,False
SI,TS,main,54065.25,48.5999984741,-6.0,686,20.0,1007.0,False
WP,TS,main,38587.0,144.0,10.0,1386,0.0,1008.0,False
NA,ET,main,43047.5,302.0,23.0,942,20.0,1009.0,False
EP,DS,main,56067.5,261.899993896,9.0,756,25.0,1006.0,False
NA,ET,main,46683.75,309.200012207,21.7999992371,1590,30.0,1010.0,False
EP,TS,main,48532.5,251.300003052,13.3999996185,771,30.0,1009.0,False
SI,TS,main,52207.0,96.7999954224,-7.39999961853,677,21.0,1004.0,False
EP,DS,main,54684.5,250.100006104,12.1999998093,954,25.0,1006.0,False
EP,TS,main,52202.5,235.0,11.0,2049,30.0,1006.0,False
WP,TS,main,46751.75,130.899993896,11.3000001907,557,0.0,1006.0,False
NA,ET,main,43010.5,312.0,14.0,1107,20.0,1012.0,False
WP,ET,main,49972.0,147.5,15.1999998093,1938,0.0,1008.0,False
NA,TS,main,54666.0,280.200012207,31.6999988556,100,25.0,1010.0,False
SI,TS,main,46502.0,76.0,-15.2999992371,2005,0.0,0.0,False
WP,ET,main,50211.75,140.0,8.0,1086,0.0,1006.0,False
EP,ET,main,50677.0,242.100006104,18.6999988556,899,25.0,1008.0,False
EP,TS,main,46222.75,267.200012207,10.1999998093,445,30.0,0.0,False
WP,ET,main,54391.5,145.800003052,17.6000003815,2018,0.0,1006.0,False
EP,TS,main,39696.0,240.800003052,14.8999996185,1317,25.0,0.0,False
EP,TS,main,46275.0,257.399993896,13.7999992371,423,25.0,0.0,False
SI,TS,main,50311.25,86.1999969482,-9.19999980927,1638,25.0,1000.0,False
SI,TS,main,52521.25,67.1999969482,-2.5,1633,20.0,1009.0,False
EP,TS,main,48861.5,252.700012207,11.0999994278,903,25.0,1011.0,False
WP,TS,merge,43837.5,154.0,13.0,1792,0.0,1004.0,False
SI,ET,main,49679.75,76.0,-6.59999990463,1490,20.0,1002.0,False
EP,TS,main,48185.75,260.899993896,11.3000001907,544,25.0,1011.0,False
EP,TS,main,39360.0,248.800003052,16.1999988556,736,25.0,0.0,False
EP,TS,main,51761.0,254.800003052,15.0,411,30.0,1005.0,False
EP,TS,main,52156.25,237.399993896,15.3999996185,1510,30.0,1006.0,False
SI,ET,main,50860.25,64.5999984741,-21.6000003815,720,25.0,1002.0,False
WP,ET,main,47042.0,148.0,11.0,1469,0.0,1006.0,False
NA,TS,main,35106.25,309.100006104,22.1000003815,1587,30.0,0.0,False
EP,DS,main,56891.0,261.200012207,12.3000001907,428,30.0,1007.0,False
WP,TS,main,45654.25,141.0,9.0,1227,0.0,1004.0,False
EP,ET,main,42671.5,255.800003052,16.2999992371,235,30.0,0.0,False
EP,DS,main,56902.5,253.5,17.0,304,35.0,1004.0,False
WP,ET,main,56193.25,140.5,15.5999994278,1663,0.0,1004.0,False
SI,ET,main,38822.25,72.0,-13.5,1690,0.0,0.0,False
EP,TS,main,45868.25,256.700012207,14.0,438,30.0,0.0,False
NA,ET,main,53651.25,302.600006104,26.0999984741,1204,30.0,1009.0,False
NA,ET,main,46286.75,279.5,31.5,58,25.0,1013.0,False
EP,TS,main,48423.5,264.600006104,11.3999996185,487,30.0,1008.0,False
EP,TS,main,49541.5,238.700012207,12.5,1667,25.0,1009.0,False
EP,DS,main,55428.25,252.800003052,18.1999988556,260,30.0,1004.0,False
WP,TS,main,54600.25,123.799995422,16.2999992371,153,0.0,1000.0,False
SI,TS,main,51220.75,39.3999977112,-18.5,170,23.0,1002.0,False
EP,TS,main,47052.5,252.600006104,15.3999996185,506,25.0,0.0,False
EP,DS,main,53882.25,258.5,14.5999994278,299,25.0,1005.0,False
WP,TS,merge,47369.5,137.399993896,21.6000003815,1243,0.0,996.0,False
SI,ET,main,53796.25,56.6999969482,-12.7999992371,721,25.0,1003.0,False
EP,TS,main,37490.5,247.5,16.6999988556,741,45.0,0.0,False
NA,TS,main,49580.5,320.600006104,11.3000001907,1527,30.0,1010.0,False
NA,ET,main,37544.25,318.299987793,13.2999992371,1458,40.0,0.0,False
WP,ET,main,50714.0,168.0,10.0,2210,0.0,1010.0,False
EP,DS,main,55367.5,272.0,7.89999961853,337,20.0,1009.0,False
NA,DS,main,56910.75,326.799987793,13.6999998093,1696,25.0,1009.0,False
EP,TS,main,44102.75,246.200012207,11.1999998093,1316,30.0,0.0,False
EP,DS,main,54295.5,245.800003052,15.3999996185,947,30.0,1006.0,False
EP,TS,main,42955.0,257.0,16.0,225,30.0,0.0,False
EP,TS,main,37892.5,247.0,15.0,938,45.0,0.0,False
EP,TS,main,56799.25,253.600006104,10.0999994278,969,25.0,1007.0,False
EP,TS,main,41574.0,257.600006104,12.7999992371,521,30.0,0.0,False
NA,SS,main,41893.5,285.899993896,32.5999984741,322,25.0,1013.0,False
SI,ET,main,53000.5,71.0,-7.69999980927,1850,20.0,1006.0,False
EP,TS,main,53630.5,245.100006104,12.5,1273,25.0,1008.0,False
EP,TS,main,40880.0,246.700012207,13.2999992371,1113,25.0,0.0,False
EP,TS,main,54017.0,242.800003052,14.1999998093,1233,30.0,1006.0,False
EP,TS,main,40830.0,186.0,25.2999992371,1491,30.0,0.0,False
SI,TS,main,53085.0,103.5,-12.0,605,20.0,1004.0,False
% 
% 
% 
