% IBTrACS (International Best Track Archive for Climate Stewardship) tropical storm database
@RELATION tropicalstorms

@ATTRIBUTE genesis_basin {NA, SA, WP, EP, SP, NI, SI}
@ATTRIBUTE nature {TS, SS, ET, DS}
@ATTRIBUTE track_type {main, merge, split, other}
@ATTRIBUTE time REAL
@ATTRIBUTE lon REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE dist2land REAL
@ATTRIBUTE msw REAL
@ATTRIBUTE mcp REAL
@ATTRIBUTE landfall {True, False}

@DATA
WP,ET,main,48512.0,171.0,13.0,2649,0.0,1010.0,True
WP,ET,main,45217.5,144.599990845,12.8999996185,1695,0.0,1002.0,True
EP,ET,main,40503.0,255.899993896,14.1999998093,454,45.0,0.0,True
WP,TS,main,52149.0,114.699996948,19.0,369,0.0,996.0,True
WP,ET,main,43307.0,118.0,13.0,250,0.0,1008.0,True
WP,ET,main,48156.0,135.0,13.5,1038,0.0,1010.0,True
NA,TS,main,43389.25,273.700012207,26.7999992371,335,25.0,1007.0,True
WP,TS,main,48098.5,119.599998474,20.0,200,0.0,1002.0,True
WP,TS,main,51002.0,118.799995422,20.7999992371,232,0.0,1006.0,True
WP,TS,main,41924.25,134.5,12.5,962,0.0,1008.0,True
NA,TS,main,34995.5,265.5,22.5,305,30.0,0.0,True
NA,TS,main,52538.75,315.399993896,10.1999998093,991,25.0,1009.0,True
WP,ET,main,54717.0,126.599998474,15.3999996185,290,0.0,1004.0,True
EP,ET,main,37839.0,256.399993896,16.6000003815,183,75.0,0.0,True
WP,ET,main,52886.0,153.099990845,9.89999961853,1432,0.0,1008.0,True
NA,TS,main,37191.5,269.399993896,23.8999996185,310,40.0,0.0,True
SI,TS,main,39482.25,34.7000007629,-21.0,0,0.0,0.0,True
NA,TS,main,35009.75,284.200012207,14.0999994278,360,35.0,0.0,True
EP,TS,main,53975.0,265.399993896,12.3000001907,357,25.0,1005.0,True
NA,DS,main,55488.75,276.600006104,17.1999988556,183,30.0,1008.0,True
NA,TS,main,51479.75,279.100006104,11.3999996185,250,30.0,1001.0,True
WP,TS,main,33983.0,150.399993896,9.0,1287,0.0,1000.0,True
SI,TS,main,41350.25,36.0999984741,-23.3999996185,65,0.0,0.0,True
WP,ET,main,54308.5,155.300003052,19.0,2326,0.0,1006.0,True
WP,ET,main,42633.75,114.0,18.5,338,0.0,1000.0,True
NA,ET,main,34990.0,294.700012207,19.7999992371,159,25.0,0.0,True
NA,TS,main,41864.75,292.200012207,26.0,749,30.0,1006.0,True
WP,ET,main,48509.0,141.0,14.0,1684,0.0,1006.0,True
NA,ET,main,34635.0,296.0,18.8999996185,177,45.0,0.0,True
WP,TS,main,41899.25,123.0,19.0,99,0.0,1008.0,True
NA,DS,main,53555.75,299.200012207,12.0,147,25.0,1010.0,True
WP,TS,main,41320.0,142.300003052,10.0,1376,0.0,1006.0,True
NA,ET,main,53988.75,306.200012207,20.1999988556,1254,25.0,1012.0,True
EP,TS,main,50261.0,265.600006104,12.6999998093,311,25.0,1010.0,True
NA,TS,main,39764.75,267.0,20.2999992371,192,25.0,1005.0,True
SI,TS,main,55982.25,56.5,-12.7999992371,701,20.0,1001.0,True
WP,ET,main,56865.75,151.800003052,11.3000001907,1571,0.0,1006.0,True
EP,ET,main,43750.75,262.0,12.7999992371,347,30.0,0.0,True
WP,TS,main,43741.0,128.0,15.0,406,0.0,1004.0,True
WP,TS,main,34217.0,134.0,8.80000019073,824,0.0,1006.0,True
WP,ET,main,50658.0,135.5,14.8999996185,1122,0.0,1006.0,True
NA,TS,main,52906.5,297.600006104,28.1999988556,1142,25.0,1009.0,True
WP,ET,main,43034.5,152.0,18.0,2234,0.0,1000.0,True
SI,TS,main,43535.25,43.0,-18.0,105,0.0,0.0,True
NA,TS,main,44451.5,330.0,11.0,1417,25.0,0.0,True
EP,TS,main,49172.5,262.299987793,12.8999996185,324,25.0,1007.0,True
SI,TS,main,55228.25,42.0,-19.7999992371,227,20.0,1004.0,True
WP,TS,merge,46332.25,133.0,7.5,706,0.0,1006.0,True
NA,ET,main,54693.5,292.600006104,18.3999996185,10,30.0,1011.0,True
NA,DS,main,56459.0,278.5,12.3999996185,217,20.0,1009.0,True
WP,ET,main,42978.5,118.0,15.5999994278,187,0.0,1002.0,True
EP,TS,main,46691.5,265.5,12.3999996185,342,25.0,0.0,True
WP,TS,main,39673.0,154.699996948,20.2999992371,2172,0.0,1008.0,True
NA,DS,main,53574.75,267.100006104,19.2999992371,81,25.0,1011.0,True
SI,TS,main,49427.75,78.0,-14.2999992371,2245,25.0,1000.0,True
WP,ET,main,41503.75,126.0,15.0,211,0.0,1004.0,True
WP,TS,main,47377.75,128.0,21.0,663,0.0,1002.0,True
WP,TS,main,46963.0,116.599998474,18.8999996185,416,0.0,1002.0,True
SI,ET,main,43161.25,46.2000007629,-14.8999996185,70,0.0,0.0,True
NA,ET,main,39738.0,339.700012207,15.3999996185,310,30.0,0.0,True
WP,TS,main,49558.5,129.5,14.2999992371,492,0.0,1002.0,True
WP,TS,main,53223.0,136.800003052,15.2999992371,1269,0.0,1002.0,True
WP,TS,main,39002.0,138.800003052,15.0999994278,1473,0.0,1004.0,True
NA,ET,main,50318.5,339.0,14.0,385,25.0,1012.0,True
WP,ET,main,40832.0,128.0,18.0,593,0.0,1002.0,True
EP,TS,main,47695.0,265.100006104,13.1999998093,310,25.0,0.0,True
WP,TS,main,55087.0,120.299995422,19.5,113,0.0,1000.0,True
WP,TS,main,55101.75,145.5,9.39999961853,1294,0.0,1004.0,True
WP,TS,main,44439.875,149.599990845,10.0999994278,1388,0.0,1008.0,True
WP,ET,main,53167.75,139.099990845,6.5,891,0.0,1006.0,True
WP,TS,main,47019.25,137.5,12.0,1274,0.0,1008.0,True
SI,TS,main,40593.25,41.7999992371,-17.0,208,0.0,0.0,True
SI,TS,main,46435.25,43.0,-15.0,208,36.0,0.0,True
NA,TS,main,51064.75,265.5,25.5,266,30.0,1000.0,True
SI,TS,main,47171.5,60.5,-10.8000001907,1083,24.0,1000.0,True
WP,TS,main,42332.5,138.399993896,11.0,1347,0.0,1008.0,True
NA,ET,main,50251.75,282.200012207,26.7999992371,190,25.0,1010.0,True
WP,ET,main,54339.75,152.5,16.6999988556,2179,0.0,1004.0,True
EP,TS,main,49156.25,264.600006104,13.3999996185,271,25.0,1007.0,True
WP,TS,main,38249.0,144.699996948,8.80000019073,1239,0.0,1003.0,True
SI,TS,main,40968.25,59.5,-10.5,1082,0.0,0.0,True
NA,TS,main,52518.75,281.200012207,29.1999988556,182,30.0,1013.0,True
WP,TS,main,45171.0,147.5,12.0,1579,0.0,1006.0,True
NA,DS,main,52827.0,306.5,11.0999994278,587,25.0,1010.0,True
SI,TS,main,45793.25,80.0,-10.0,1782,36.0,0.0,True
WP,ET,main,46655.0,133.5,17.0,1014,0.0,998.0,True
NA,TS,main,55740.25,267.200012207,19.8999996185,145,25.0,1007.0,True
NA,ET,main,51463.5,278.0,15.8999996185,155,20.0,1006.0,True
NA,ET,main,49987.75,272.700012207,19.1000003815,23,25.0,1004.0,True
NA,ET,main,52153.75,325.700012207,12.5,1829,30.0,1006.0,True
WP,ET,main,44448.0,148.399993896,22.6000003815,1601,0.0,1008.0,True
EP,ET,main,41191.0,265.799987793,13.2999992371,248,25.0,0.0,True
SI,ET,main,38403.25,35.0,-18.0,0,0.0,0.0,True
EP,TS,main,51062.5,253.200012207,17.7999992371,260,25.0,1001.0,True
NA,ET,main,49871.0,275.700012207,17.3999996185,173,30.0,1005.0,True
EP,ET,main,41230.5,270.100006104,10.5,325,30.0,0.0,True
EP,TS,main,38284.0,235.200012207,18.6000003815,1426,45.0,0.0,True
WP,TS,main,46712.5,138.0,8.0,1010,0.0,1006.0,True
NA,ET,main,42668.25,305.899993896,17.5,1064,25.0,0.0,True
NA,ET,main,33505.0,304.5,17.1000003815,930,35.0,0.0,True
NA,ET,main,46384.75,296.200012207,21.1000003815,355,35.0,999.0,True
WP,TS,main,55830.5,139.599990845,18.2999992371,1659,0.0,1008.0,True
WP,ET,main,37440.0,135.0,9.0,936,0.0,1006.0,True
WP,TS,main,44378.5,114.0,15.0,521,0.0,1002.0,True
WP,TS,main,40144.75,117.899993896,13.7999992371,262,0.0,1004.0,True
WP,TS,main,42342.5,147.5,13.5,1747,0.0,1008.0,True
WP,TS,main,53688.0,129.599990845,8.80000019073,352,0.0,1004.0,True
WP,TS,main,40462.0,126.5,10.0,78,0.0,1008.0,True
SI,ET,main,42784.25,51.0999984741,-8.0,499,0.0,0.0,True
WP,TS,main,44811.25,148.5,22.0,1665,0.0,1006.0,True
EP,TS,main,49972.75,253.300003052,14.7999992371,519,30.0,1009.0,True
WP,TS,main,54634.75,134.199996948,8.39999961853,841,0.0,1006.0,True
NA,ET,main,50645.5,267.399993896,27.3999996185,236,25.0,1013.0,True
EP,ET,main,43658.5,260.0,15.0,192,35.0,0.0,True
NA,TS,main,43764.75,297.5,11.0,33,25.0,0.0,True
EP,TS,main,45615.25,255.600006104,12.3999996185,653,30.0,0.0,True
WP,ET,main,45916.0,132.300003052,12.0999994278,719,0.0,1004.0,True
WP,TS,main,50680.25,117.5,18.5,312,0.0,996.0,True
WP,ET,main,40090.0,138.300003052,20.0,1444,0.0,1004.0,True
NA,TS,main,51440.25,272.200012207,25.0,391,30.0,1005.0,True
NA,ET,main,33918.0,274.200012207,20.1999988556,132,25.0,0.0,True
EP,ET,main,46718.75,267.299987793,10.1999998093,441,25.0,0.0,True
WP,TS,main,48180.5,115.0,14.0,550,0.0,1004.0,True
WP,ET,main,54999.25,116.699996948,17.3999996185,352,0.0,1004.0,True
WP,TS,main,39002.25,118.699996948,15.0,136,0.0,1003.0,True
WP,TS,main,50284.25,115.5,15.5,453,0.0,1000.0,True
WP,TS,main,50300.25,113.0,17.1000003815,325,0.0,998.0,True
NA,TS,main,49156.0,268.100006104,20.5,145,25.0,1006.0,True
WP,ET,main,40445.75,150.5,9.5,1344,0.0,1009.0,True
WP,TS,main,40179.5,168.0,5.0,1701,0.0,1008.0,True
WP,ET,main,44474.25,141.899993896,16.1999988556,1823,0.0,1006.0,True
WP,ET,main,39384.0,141.5,14.7999992371,1754,0.0,1006.0,True
SI,ET,main,42424.25,53.0,-10.0,463,0.0,0.0,True
WP,TS,main,43349.25,137.0,24.0,992,0.0,1010.0,True
WP,TS,main,41874.25,129.099990845,10.0,330,0.0,1004.0,True
NA,ET,main,54397.0,299.799987793,18.0,571,20.0,1010.0,True
WP,TS,main,39717.0,144.300003052,19.2999992371,1785,0.0,1008.0,True
SI,TS,main,45000.25,48.0,-20.5,0,0.0,0.0,True
EP,DS,main,56213.5,248.0,13.7999992371,971,30.0,1006.0,True
WP,TS,main,49442.5,134.800003052,10.8000001907,958,0.0,1004.0,True
NA,ET,main,53261.75,300.0,15.8999996185,592,25.0,1010.0,True
NA,TS,main,38288.5,266.299987793,26.6999988556,296,40.0,0.0,True
WP,TS,main,56512.5,136.599990845,12.0999994278,1182,0.0,1008.0,True
EP,DS,main,55344.75,265.700012207,12.6999998093,303,30.0,1005.0,True
WP,TS,main,34977.25,148.800003052,10.5999994278,1431,0.0,1006.0,True
SI,TS,merge,54487.75,49.7999992371,-9.69999980927,274,20.0,1004.0,True
WP,ET,main,34182.0,129.5,12.0,418,0.0,1006.0,True
WP,TS,main,42431.0,140.0,9.0,1188,0.0,1006.0,True
WP,TS,main,47338.25,131.0,7.0,487,0.0,1004.0,True
WP,TS,main,44052.0,139.300003052,10.0,1267,0.0,1008.0,True
NA,TS,main,56140.5,313.299987793,11.5999994278,962,30.0,1008.0,True
WP,ET,main,47697.0,130.899993896,16.0,721,0.0,1004.0,True
NA,ET,main,35360.25,318.600006104,13.5999994278,1505,25.0,0.0,True
EP,TS,main,46998.0,263.0,11.0,516,25.0,0.0,True
WP,ET,main,51082.5,126.099998474,20.3999996185,457,0.0,1002.0,True
WP,TS,main,43680.25,129.399993896,18.5,741,0.0,1006.0,True
NA,ET,main,53244.5,281.899993896,31.7999992371,180,25.0,1015.0,True
WP,ET,main,46240.25,138.0,8.0,1010,0.0,1004.0,True
WP,TS,main,48849.25,117.0,19.0,382,0.0,1000.0,True
EP,TS,main,54652.75,260.200012207,14.0999994278,277,25.0,1006.0,True
WP,TS,main,44782.25,143.0,13.0,1719,0.0,1008.0,True
NA,SS,main,41460.75,281.799987793,31.1999988556,230,25.0,1004.0,True
WP,TS,main,35311.25,153.0,11.5,1607,0.0,1002.0,True
WP,TS,main,49953.25,116.5,17.2999992371,368,0.0,1002.0,True
WP,TS,main,38947.25,143.800003052,8.19999980927,1195,0.0,1006.0,True
WP,TS,main,43771.25,127.5,12.3999996185,218,0.0,1004.0,True
WP,ET,main,41048.25,146.099990845,9.5999994278,1312,0.0,1002.0,False
EP,DS,main,56192.0,253.600006104,13.5,620,30.0,1005.0,False
EP,TS,main,48023.75,258.899993896,9.30000019073,829,25.0,1009.0,False
EP,TS,main,47777.75,260.200012207,11.1999998093,579,25.0,1010.0,False
WP,ET,main,38315.5,164.0,19.1000003815,2828,0.0,1008.0,False
SI,TS,main,44701.25,64.0,-14.0,956,0.0,0.0,False
SI,TS,main,53462.0,101.199996948,-9.80000019073,554,20.0,1005.0,False
SI,ET,main,45304.25,56.6999969482,-8.69999980927,885,20.0,1003.0,False
NA,ET,main,50350.5,336.700012207,8.5999994278,828,25.0,1008.0,False
SI,TS,main,45023.25,52.0,-23.0,389,28.0,997.0,False
EP,TS,main,47350.75,255.899993896,13.2999992371,549,30.0,1010.0,False
SI,ET,main,38022.5,61.8999977112,-13.3999996185,872,0.0,0.0,False
SI,TS,main,56300.75,84.0,-10.8999996185,1919,15.0,1007.0,False
NA,TS,main,45587.5,295.600006104,30.1999988556,1206,25.0,1010.0,False
EP,TS,main,47372.75,261.700012207,11.3000001907,515,25.0,1012.0,False
SI,TS,main,52952.75,76.9000015259,-6.39999961853,1438,25.0,1004.0,False
EP,TS,main,49936.5,255.800003052,15.1999998093,352,30.0,1001.0,False
EP,TS,main,50700.5,255.300003052,12.3999996185,666,25.0,1007.0,False
WP,ET,main,36406.0,160.0,9.0,1639,0.0,1008.0,False
EP,TS,main,48817.5,265.799987793,10.8000001907,461,25.0,1011.0,False
EP,TS,main,40494.0,248.0,15.8999996185,810,45.0,0.0,False
WP,ET,main,37975.25,154.0,6.0,1034,0.0,1002.0,False
WP,ET,main,50686.25,158.800003052,10.8999996185,1754,0.0,1006.0,False
EP,TS,main,48180.0,260.600006104,10.3000001907,661,25.0,1010.0,False
NA,ET,main,51836.5,300.100006104,26.1999988556,1050,25.0,1009.0,False
WP,ET,main,36098.75,147.199996948,9.69999980927,1322,0.0,1008.0,False
EP,TS,main,47328.75,258.600006104,14.2999992371,324,30.0,1007.0,False
WP,TS,main,44521.75,158.0,19.0,2502,0.0,1008.0,False
EP,TS,main,44861.5,236.600006104,14.5,1642,30.0,0.0,False
EP,TS,main,50780.75,193.699996948,5.59999990463,1881,20.0,0.0,False
NA,TS,main,47756.0,337.600006104,14.2999992371,529,25.0,1012.0,False
EP,TS,main,52103.25,251.600006104,15.0,606,25.0,1007.0,False
EP,TS,main,45598.0,248.0,15.0999994278,877,25.0,0.0,False
WP,ET,main,40114.0,152.399993896,16.3999996185,2143,0.0,1008.0,False
EP,TS,main,49228.0,263.600006104,13.5,236,30.0,1010.0,False
SI,ET,main,45005.0,60.2999992371,-15.8999996185,544,0.0,0.0,False
NA,TS,main,47407.0,299.5,32.5,1294,25.0,1016.0,False
SI,TS,split,39535.0,69.4000015259,-23.1999988556,1240,0.0,0.0,False
WP,ET,main,53600.75,153.5,21.6000003815,1981,0.0,1010.0,False
EP,TS,main,54320.75,233.600006104,13.3999996185,1959,30.0,1007.0,False
EP,TS,main,48141.5,238.0,12.0,1761,25.0,1011.0,False
WP,ET,main,41576.75,154.0,18.1999988556,2323,0.0,1004.0,False
NA,ET,main,41963.75,294.200012207,30.0,1110,30.0,1008.0,False
EP,TS,main,42281.0,212.300003052,11.6999998093,1155,25.0,0.0,False
NA,ET,main,56167.75,316.600006104,23.8999996185,2312,30.0,1007.0,False
SI,TS,main,51641.5,36.5,-27.6999988556,363,20.0,1012.0,False
NA,DS,main,54752.25,291.0,15.3999996185,314,25.0,1005.0,False
SI,ET,main,52737.0,40.7000007629,-23.3999996185,284,20.0,1005.0,False
NA,ET,main,50725.75,295.5,24.1999988556,658,25.0,1009.0,False
EP,TS,main,51101.0,268.299987793,11.3000001907,294,30.0,1005.0,False
EP,DS,main,56524.25,251.800003052,13.5999994278,724,20.0,1008.0,False
WP,TS,main,43514.0,169.0,5.5,1804,0.0,1004.0,False
SI,TS,main,47197.0,109.0,-12.7999992371,547,-1.0,1004.0,False
WP,ET,main,45564.25,136.5,15.0,1229,0.0,1004.0,False
EP,TS,main,49531.5,254.800003052,11.8000001907,747,30.0,1009.0,False
SI,TS,main,38519.25,74.2999954224,-11.8999996185,1996,0.0,0.0,False
EP,TS,main,51023.75,259.100006104,14.5999994278,267,30.0,1004.0,False
WP,ET,main,43086.25,150.0,6.0,952,0.0,1002.0,False
SI,TS,main,51209.0,88.0999984741,-16.6999988556,2054,25.0,999.0,False
SI,TS,main,52001.5,62.0999984741,-9.5,1277,25.0,1003.0,False
NA,ET,main,48503.5,304.100006104,26.6999988556,1359,25.0,1014.0,False
SI,TS,main,53071.5,89.0,-13.6999998093,1730,25.0,1005.0,False
WP,TS,main,47753.0,146.0,16.5,2084,0.0,1004.0,False
EP,TS,main,44415.25,258.600006104,13.5,402,25.0,0.0,False
WP,TS,main,36626.0,139.5,8.80000019073,1147,0.0,998.0,False
SI,TS,main,47570.25,102.0,-12.0,680,-1.0,1008.0,False
NA,TS,main,51495.75,278.399993896,16.6999988556,248,30.0,1003.0,False
EP,TS,main,42341.0,227.699996948,15.2999992371,2258,35.0,0.0,False
EP,TS,main,46275.75,236.700012207,12.3000001907,1819,25.0,0.0,False
EP,DS,main,54644.25,252.100006104,12.1999998093,830,30.0,1006.0,False
WP,TS,main,51742.0,145.0,19.7999992371,1758,0.0,1006.0,False
WP,ET,main,52929.25,131.800003052,15.0999994278,754,0.0,1004.0,False
EP,TS,main,52156.5,251.200012207,16.8999996185,484,25.0,1006.0,False
NA,TS,main,49955.5,327.299987793,15.3999996185,1634,30.0,1009.0,False
WP,ET,main,49591.5,162.0,19.5,2742,0.0,1006.0,False
WP,ET,main,54687.5,151.399993896,27.2999992371,1364,0.0,1002.0,False
EP,TS,main,46627.5,245.0,10.3000001907,1479,30.0,0.0,False
SI,TS,main,53784.0,51.6999969482,-15.7999992371,136,20.0,1007.0,False
WP,ET,main,50595.75,156.399993896,11.6999998093,1724,0.0,1002.0,False
EP,DS,main,52516.25,256.899993896,13.5,476,30.0,1006.0,False
WP,TS,main,33723.25,158.300003052,5.69999980927,1227,0.0,1002.0,False
EP,DS,main,55070.75,246.200012207,10.8999996185,1340,25.0,1010.0,False
NA,TS,main,44483.0,322.0,15.5999994278,1928,30.0,1010.0,False
WP,ET,main,56580.5,148.899993896,13.7999992371,1789,0.0,1008.0,False
WP,TS,main,51838.0,145.899993896,20.1000003815,1754,0.0,1008.0,False
SI,TS,other,41663.0,67.7999954224,-12.6999998093,1358,0.0,0.0,False
WP,ET,main,47061.0,146.5,16.0,2027,0.0,1008.0,False
EP,TS,main,44106.0,258.200012207,13.8999996185,384,25.0,0.0,False
WP,TS,main,51413.0,140.0,27.5,771,0.0,1012.0,False
SI,TS,other,41948.0,46.8999977112,-7.19999980927,604,0.0,0.0,False
EP,TS,main,52147.25,251.5,19.1000003815,327,30.0,1004.0,False
EP,TS,main,43799.0,215.300003052,10.0,1519,35.0,0.0,False
WP,TS,main,46766.75,166.0,6.5,1766,0.0,1002.0,False
WP,ET,main,44822.5,164.0,21.0,2778,0.0,1004.0,False
EP,DS,main,56571.75,242.0,12.8999996185,1402,30.0,1007.0,False
WP,TS,merge,40959.0,139.199996948,7.19999980927,968,0.0,1002.0,False
EP,TS,main,43698.0,254.100006104,10.8000001907,877,30.0,0.0,False
SI,ET,main,49739.5,41.5999984741,-16.8999996185,185,25.0,1000.0,False
SI,ET,main,38882.25,60.5,-14.7999992371,663,0.0,0.0,False
WP,ET,main,51801.25,139.5,21.8999996185,1330,0.0,998.0,False
NA,ET,main,55101.75,316.799987793,46.0,731,55.0,995.0,False
WP,TS,main,44184.0,142.699996948,11.3000001907,1528,0.0,1004.0,False
WP,ET,main,43837.5,154.0,13.0,1792,0.0,1004.0,False
WP,ET,main,35187.25,168.199996948,6.69999980927,1880,0.0,998.0,False
WP,ET,main,34721.0,165.0,6.69999980927,1748,0.0,1004.0,False
WP,ET,main,41517.75,164.800003052,11.3000001907,2160,0.0,1004.0,False
SI,TS,main,48660.25,62.5,-13.6999998093,879,20.0,1003.0,False
EP,TS,main,47766.75,264.799987793,12.7999992371,342,25.0,1009.0,False
EP,ET,main,48524.0,263.799987793,12.1999998093,383,25.0,1008.0,False
SI,ET,main,56317.75,66.6999969482,-13.0,1245,25.0,1004.0,False
EP,TS,main,49521.25,239.899993896,12.5999994278,1571,25.0,1009.0,False
SI,TS,main,51573.75,73.5999984741,-10.3999996185,1981,25.0,1003.0,False
SI,TS,main,53838.25,89.6999969482,-13.1999998093,1639,35.0,995.0,False
EP,TS,main,55363.25,264.799987793,14.5999994278,155,25.0,1008.0,False
EP,TS,main,45570.75,252.600006104,11.1999998093,898,25.0,0.0,False
NA,TS,main,56940.0,298.799987793,22.0,610,35.0,1007.0,False
EP,TS,main,44822.5,255.399993896,12.0,702,30.0,0.0,False
NA,ET,main,42709.75,280.700012207,29.0999984741,134,30.0,1006.0,False
WP,TS,main,45646.5,154.0,18.0,2342,0.0,1004.0,False
WP,TS,main,35555.25,150.300003052,2.39999985695,575,0.0,998.0,False
WP,TS,main,47315.75,128.0,17.6999988556,572,0.0,1002.0,False
NA,DS,main,56563.0,310.0,21.1000003815,1653,30.0,1012.0,False
SI,TS,main,41699.25,59.0,-12.0,917,0.0,0.0,False
WP,ET,main,39427.75,167.899993896,14.2999992371,2633,0.0,1000.0,False
NA,ET,main,34279.0,290.799987793,20.0,78,30.0,0.0,False
NA,TS,main,48167.5,300.700012207,15.5999994278,578,30.0,1008.0,False
WP,ET,main,47800.0,154.0,13.0,1792,0.0,1004.0,False
WP,TS,main,36209.75,170.899993896,3.09999990463,1708,0.0,1002.0,False
SI,TS,main,46108.5,42.0999984741,-15.6999998093,159,36.0,0.0,False
NA,ET,main,35340.5,318.0,11.3999996185,1297,25.0,0.0,False
SI,TS,main,51287.4166667,93.5999984741,-10.5,1146,23.0,1002.0,False
WP,ET,main,56574.0,149.0,14.0,1812,0.0,1004.0,False
SI,TS,main,48225.25,77.7999954224,-8.80000019073,1676,20.0,1004.0,False
WP,ET,main,44848.75,159.5,22.0,2361,0.0,1010.0,False
WP,TS,main,39221.25,150.599990845,8.5999994278,1250,0.0,1000.0,False
NA,ET,main,56221.75,309.200012207,20.1000003815,1516,25.0,1011.0,False
SI,ET,main,39499.25,67.2999954224,-10.6999998093,1471,0.0,0.0,False
SI,ET,main,45737.5,72.1999969482,-12.1999998093,1782,24.0,1000.0,False
NA,ET,main,49951.5,310.700012207,13.1999998093,964,30.0,1008.0,False
EP,TS,main,43676.25,253.899993896,13.6999998093,585,20.0,0.0,False
WP,ET,main,46652.25,160.199996948,17.2999992371,2461,0.0,1000.0,False
EP,TS,main,48421.75,257.0,10.1999998093,810,25.0,1010.0,False
WP,TS,main,36466.0,175.0,19.0,2642,0.0,1006.0,False
SI,TS,main,40937.75,80.0,-12.8999996185,2107,0.0,0.0,False
EP,DS,main,56477.5,261.799987793,13.1999998093,316,30.0,1006.0,False
EP,DS,main,54668.5,259.700012207,13.3999996185,372,30.0,1006.0,False
EP,DS,main,55772.5,263.5,10.3000001907,593,25.0,1007.0,False
EP,TS,main,49922.5,251.700012207,13.0999994278,776,25.0,1007.0,False
NA,TS,main,36450.5,315.200012207,10.0999994278,967,25.0,0.0,False
SI,TS,main,40236.5,53.3999977112,-9.0,565,0.0,0.0,False
EP,DS,main,56851.5,231.5,11.0,2310,20.0,1010.0,False
SI,TS,split,46105.5,53.7999992371,-17.0,395,36.0,991.0,False
EP,TS,main,47068.5,249.200012207,20.5,280,30.0,0.0,False
SI,TS,main,52675.5,60.6999969482,-12.1999998093,940,15.0,1006.0,False
NA,ET,main,53217.75,281.700012207,30.2999992371,284,25.0,1010.0,False
WP,ET,main,52122.75,152.800003052,10.3999996185,1482,0.0,1004.0,False
WP,TS,main,56529.0,129.0,11.3000001907,350,0.0,1004.0,False
EP,TS,main,47772.0,262.600006104,14.1999998093,178,25.0,1012.0,False
EP,TS,main,45532.0,255.100006104,18.2999992371,100,25.0,0.0,False
EP,TS,main,51802.75,252.600006104,19.1999988556,218,30.0,1005.0,False
SI,TS,main,50411.5,89.7999954224,-6.7999997139,1160,30.0,997.0,False
WP,ET,main,56715.5,147.800003052,8.69999980927,1211,0.0,1004.0,False
EP,TS,main,49592.75,236.399993896,14.3999996185,1665,25.0,1010.0,False
SI,TS,main,40260.5,79.9000015259,-21.7999992371,2297,0.0,0.0,False
SI,ET,main,38041.25,70.0,-13.0,1532,0.0,0.0,False
NA,DS,main,56154.5,305.399993896,27.5999984741,1522,30.0,1013.0,False
EP,TS,main,40424.0,229.600006104,13.3999996185,2259,45.0,0.0,False
EP,TS,main,42242.0,261.0,11.5,520,25.0,0.0,False
SI,TS,main,47142.75,79.1999969482,-17.1000003815,2280,28.0,997.0,False
NA,ET,main,39019.25,339.899993896,13.2999992371,321,25.0,0.0,False
NA,DS,main,55075.75,302.700012207,16.6999988556,781,45.0,1007.0,False
EP,TS,main,46296.75,248.200012207,15.5,833,25.0,0.0,False
WP,ET,main,42684.5,138.399993896,8.5999994278,1087,0.0,1008.0,False
EP,TS,main,45935.75,229.699996948,11.0999994278,2447,25.0,0.0,False
EP,TS,main,56871.0,248.800003052,12.5,1015,25.0,1008.0,False
SI,TS,main,39951.25,80.0,-11.6999998093,1973,0.0,0.0,False
WP,TS,merge,42721.25,150.5,9.5,1344,0.0,1004.0,False
SI,TS,main,43940.25,64.0,-16.0,808,20.0,0.0,False
NA,ET,main,42677.75,325.200012207,10.3000001907,1579,25.0,1012.0,False
EP,TS,main,49601.0,200.400009155,10.6999998093,1009,25.0,0.0,False
EP,TS,main,50670.0,245.600006104,10.5,1417,30.0,1007.0,False
EP,TS,main,43289.0,251.5,11.6999998093,913,30.0,0.0,False
SI,TS,main,45733.5,101.099998474,-9.39999961853,537,-1.0,1002.0,False
EP,DS,main,54648.75,253.800003052,15.3999996185,433,25.0,1007.0,False
WP,ET,main,38381.0,173.800003052,2.29999995232,1873,0.0,1004.0,False
EP,TS,main,48082.0,265.5,10.1999998093,535,25.0,1009.0,False
EP,ET,main,47401.75,215.0,12.1999998093,1328,30.0,0.0,False
SI,TS,main,51248.75,86.9000015259,-14.6999998093,1964,20.0,1003.0,False
WP,ET,main,47017.0,144.099990845,26.8999996185,977,0.0,1012.0,False
WP,TS,main,42649.25,154.099990845,24.6999988556,1760,0.0,1006.0,False
SI,TS,main,45507.25,55.7999992371,-10.8000001907,687,0.0,0.0,False
EP,TS,main,50634.5,250.399993896,12.5,908,25.0,1006.0,False
WP,TS,main,46321.0,143.0,12.5,1666,0.0,1004.0,False
EP,TS,main,46223.75,241.0,8.69999980927,1856,30.0,0.0,False
WP,TS,main,41663.0,171.5,6.09999990463,2012,0.0,1004.0,False
WP,TS,main,40848.25,171.800003052,13.0999994278,2698,0.0,1007.0,False
EP,TS,main,50608.75,265.5,14.0999994278,209,30.0,1009.0,False
SI,TS,main,47608.25,59.0999984741,-16.5,429,24.0,1000.0,False
EP,TS,main,47765.75,256.0,13.6999998093,504,25.0,1011.0,False
