% IBTrACS (International Best Track Archive for Climate Stewardship) tropical storm database
@RELATION tropicalstorms

@ATTRIBUTE nature {TS, SS, ET, DS}
@ATTRIBUTE track_type {main, merge, split, other}
@ATTRIBUTE month {Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec}
@ATTRIBUTE lon REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE dist2land REAL
@ATTRIBUTE msw REAL
@ATTRIBUTE mcp REAL
@ATTRIBUTE landfall {True, False}

@DATA
ET,main,Jul,135.0,18.3999996185,1232,0.0,996.0,True
ET,main,Sep,336.399993896,13.2999992371,676,25.0,1009.0,True
ET,main,Oct,264.600006104,24.0,239,30.0,1007.0,True
ET,main,Aug,298.399993896,12.6999998093,223,30.0,1008.0,True
ET,main,Aug,286.700012207,27.6999988556,550,35.0,0.0,True
TS,main,Sep,294.100006104,16.1999988556,192,30.0,1010.0,True
TS,main,Sep,128.0,14.0,337,0.0,1008.0,True
ET,main,Sep,141.800003052,18.0,1821,0.0,1006.0,True
TS,main,Sep,303.0,12.0,460,30.0,0.0,True
ET,main,Aug,133.399993896,20.1000003815,1180,0.0,994.0,True
ET,main,Oct,247.399993896,16.0,818,25.0,0.0,True
ET,main,Oct,277.0,23.8999996185,102,40.0,0.0,True
ET,main,Aug,124.199996948,20.6999988556,325,0.0,1002.0,True
TS,main,Aug,133.0,15.1999998093,877,0.0,1006.0,True
ET,main,Sep,339.700012207,15.3999996185,310,30.0,0.0,True
DS,main,Sep,266.200012207,28.0,176,30.0,1009.0,True
DS,main,Oct,278.200012207,13.8999996185,157,30.0,1006.0,True
TS,main,Jul,277.5,18.5,325,25.0,1008.0,True
TS,main,Sep,140.599990845,16.6999988556,1702,0.0,1006.0,True
ET,main,Jun,152.199996948,7.69999980927,1174,0.0,1005.0,True
TS,main,Jun,273.0,18.0,87,30.0,0.0,True
ET,main,Sep,305.799987793,8.5,291,50.0,0.0,True
TS,main,Jan,37.0,-21.0,188,0.0,0.0,True
ET,split,Jul,123.0,38.0,85,0.0,990.0,True
TS,main,Jul,112.5,18.5,199,0.0,1000.0,True
ET,main,Jul,322.899993896,9.5999994278,1432,25.0,1013.0,True
ET,main,Sep,272.700012207,19.1000003815,23,25.0,1004.0,True
TS,main,Aug,301.399993896,11.1999998093,268,35.0,0.0,True
TS,main,Sep,288.0,28.7999992371,723,35.0,0.0,True
TS,main,Jul,273.399993896,26.1999988556,397,25.0,1009.0,True
TS,main,Sep,265.0,21.0,190,30.0,0.0,True
TS,main,Aug,130.5,13.5,561,0.0,1004.0,True
ET,main,Sep,294.600006104,18.5,23,30.0,0.0,True
TS,main,Oct,267.700012207,23.1000003815,304,25.0,0.0,True
ET,main,Jul,160.0,9.5,1686,0.0,1006.0,True
TS,merge,Sep,295.0,15.2999992371,313,30.0,0.0,True
DS,main,Sep,266.100006104,20.2999992371,222,30.0,1006.0,True
ET,main,Jan,63.7999992371,-11.3999996185,1172,36.0,0.0,True
ET,main,Sep,298.200012207,16.6999988556,436,35.0,0.0,True
TS,main,Sep,343.0,14.8999996185,0,25.0,0.0,True
ET,main,Aug,142.800003052,20.5,1597,0.0,1008.0,True
ET,main,Aug,131.0,20.1999988556,934,0.0,1004.0,True
TS,main,Nov,147.199996948,9.5999994278,1311,0.0,1004.0,True
TS,main,Sep,119.099998474,16.8999996185,100,0.0,1002.0,True
ET,main,Jun,139.0,8.5,1097,0.0,1004.0,True
TS,main,Nov,177.0,8.0,2570,0.0,1006.0,True
ET,main,Aug,332.600006104,12.8999996185,1088,20.0,1010.0,True
TS,main,Sep,269.899993896,26.0,346,70.0,0.0,True
DS,main,May,272.5,17.5,74,35.0,1005.0,True
TS,main,Aug,155.0,9.0,1387,0.0,1006.0,True
ET,main,Aug,329.0,11.6999998093,1500,35.0,0.0,True
TS,main,Dec,128.0,12.0,264,0.0,1006.0,True
TS,main,Sep,140.0,12.0,1503,0.0,1008.0,True
TS,main,Jun,135.0,21.0,1196,0.0,1004.0,True
TS,main,Aug,136.0,10.0,1065,0.0,1006.0,True
TS,main,Jul,277.700012207,15.6999998093,116,30.0,0.0,True
TS,main,Jun,116.599998474,16.1999988556,332,0.0,1004.0,True
ET,main,Aug,334.299987793,10.5,993,30.0,1009.0,True
DS,main,Sep,259.899993896,14.6999998093,227,25.0,1008.0,True
ET,main,Jun,276.399993896,19.3999996185,238,35.0,0.0,True
DS,main,Oct,242.700012207,19.0,832,30.0,1003.0,True
TS,main,Jul,154.399993896,22.0,2004,0.0,1008.0,True
TS,main,Sep,267.200012207,23.0,333,30.0,0.0,True
TS,main,Aug,141.199996948,20.6999988556,1514,0.0,1000.0,True
ET,main,Jun,133.699996948,14.0,911,0.0,1008.0,True
ET,main,Oct,278.0,15.0,118,25.0,0.0,True
TS,main,Oct,131.599990845,14.0,691,0.0,1004.0,True
ET,main,Aug,153.599990845,18.6000003815,2263,0.0,1006.0,True
TS,main,Sep,259.0,15.6999998093,165,30.0,1006.0,True
TS,main,Jul,225.0,15.0999994278,2157,25.0,1010.0,True
ET,main,Oct,280.899993896,12.5,336,35.0,0.0,True
ET,main,Aug,300.799987793,11.3999996185,211,30.0,1010.0,True
TS,main,Jul,129.5,14.2999992371,492,0.0,1002.0,True
TS,main,Jun,135.5,11.0,1038,0.0,1006.0,True
ET,main,Oct,132.300003052,12.6999998093,732,0.0,1006.0,True
TS,main,Oct,260.600006104,11.3999996185,543,30.0,1006.0,True
TS,merge,Jul,137.800003052,17.7999992371,1462,0.0,1004.0,True
TS,main,Sep,123.399993896,17.3999996185,105,0.0,1006.0,True
ET,main,Oct,279.0,16.0,251,25.0,0.0,True
TS,main,Aug,299.0,13.5,313,30.0,0.0,True
TS,main,Dec,171.0,5.0,1880,0.0,1004.0,True
TS,main,Aug,142.0,9.69999980927,1334,0.0,1004.0,True
ET,main,Sep,122.599998474,23.7999992371,105,0.0,1002.0,True
ET,main,Oct,284.799987793,27.7999992371,410,35.0,0.0,True
TS,main,Jun,288.0,21.0,106,30.0,0.0,True
ET,main,Aug,142.0,16.0,1829,0.0,1004.0,True
ET,main,Sep,300.5,24.5,928,60.0,0.0,True
TS,main,Oct,279.0,15.5,232,40.0,0.0,True
TS,main,May,113.5,14.5,457,0.0,1006.0,True
TS,main,Oct,279.700012207,14.2999992371,311,80.0,0.0,True
TS,main,May,255.600006104,11.0,789,45.0,0.0,True
ET,main,Sep,257.299987793,16.8999996185,119,45.0,0.0,True
TS,main,Oct,117.899993896,13.7999992371,262,0.0,1004.0,True
TS,main,Oct,267.600006104,19.3999996185,89,25.0,1009.0,True
ET,main,Apr,58.5,-11.3999996185,950,15.0,1006.0,True
TS,main,Aug,287.0,23.6999988556,279,35.0,0.0,True
ET,main,May,273.0,18.1000003815,85,25.0,1008.0,True
ET,main,Jan,55.6999969482,-14.3999996185,566,20.0,1002.0,True
ET,main,Sep,333.100006104,11.1999998093,1091,35.0,0.0,True
ET,main,Jul,150.800003052,12.6999998093,1700,0.0,1006.0,True
TS,main,Aug,132.399993896,20.2999992371,1080,0.0,996.0,True
TS,main,Oct,264.899993896,12.8999996185,335,45.0,0.0,True
ET,main,Aug,325.5,13.5999994278,1837,40.0,0.0,True
TS,main,Aug,156.0,7.19999980927,1245,0.0,1008.0,True
DS,main,Jul,255.100006104,16.7999992371,224,45.0,0.0,True
ET,main,Aug,304.0,10.8999996185,462,25.0,0.0,True
TS,main,Nov,156.899993896,3.39999985695,927,0.0,1004.0,True
ET,main,Sep,283.0,24.5,70,25.0,1015.0,True
ET,main,Jul,136.800003052,23.5,1029,0.0,1002.0,True
TS,main,Jul,260.200012207,14.0999994278,277,25.0,1006.0,True
TS,main,Jun,266.399993896,19.1999988556,100,15.0,0.0,True
ET,main,Sep,112.0,19.0,124,0.0,1002.0,True
TS,main,Sep,123.699996948,15.5,169,0.0,1006.0,True
ET,main,Nov,296.200012207,21.1000003815,355,35.0,999.0,True
TS,main,Jul,154.699996948,20.2999992371,2172,0.0,1008.0,True
TS,main,Nov,280.100006104,11.1999998093,191,30.0,0.0,True
TS,main,Jun,261.299987793,13.0999994278,338,30.0,1009.0,True
ET,main,Aug,317.899993896,15.0,1565,35.0,0.0,True
ET,main,Jul,133.300003052,22.0,1037,0.0,998.0,False
ET,main,Sep,139.300003052,22.1000003815,1300,0.0,1000.0,False
TS,main,Aug,264.200012207,12.0999994278,401,30.0,0.0,False
TS,main,Nov,77.7999954224,-8.80000019073,1676,20.0,1004.0,False
ET,main,Sep,312.799987793,36.7999992371,1196,45.0,0.0,False
TS,main,Jul,271.200012207,27.8999996185,126,25.0,0.0,False
TS,main,Jun,284.200012207,26.1999988556,252,30.0,1007.0,False
ET,main,Sep,311.5,13.0999994278,992,30.0,0.0,False
TS,main,Sep,242.0,12.3000001907,1457,30.0,1009.0,False
TS,main,Sep,333.0,20.0,1035,25.0,0.0,False
ET,main,Aug,249.0,15.0,801,45.0,0.0,False
TS,main,Oct,96.7999954224,-7.39999961853,677,21.0,1004.0,False
TS,main,Oct,329.0,40.5,1810,20.0,0.0,False
ET,main,Jul,178.0,5.0,2308,0.0,1006.0,False
ET,main,Aug,311.5,19.1999988556,1612,40.0,0.0,False
TS,main,Jul,261.799987793,11.8999996185,448,25.0,0.0,False
TS,main,May,253.600006104,10.0999994278,969,25.0,1007.0,False
TS,main,Jan,49.0,-8.5,403,20.0,1003.0,False
TS,main,Aug,254.800003052,15.0,411,30.0,1005.0,False
TS,main,Jun,257.5,9.5999994278,850,25.0,0.0,False
TS,main,Jun,281.0,26.7999992371,99,20.0,0.0,False
TS,main,Jul,253.899993896,14.3999996185,517,25.0,1008.0,False
ET,main,Nov,300.0,22.5,741,30.0,0.0,False
DS,main,Aug,301.0,27.2999992371,1202,30.0,1016.0,False
TS,main,Aug,232.0,18.1000003815,1707,45.0,0.0,False
TS,main,Aug,325.0,13.0,1858,25.0,1010.0,False
TS,main,May,282.200012207,26.0999984741,113,25.0,0.0,False
ET,main,Oct,150.300003052,14.2999992371,1864,0.0,1004.0,False
TS,main,Nov,171.0,10.0,2351,0.0,1006.0,False
TS,main,Sep,255.5,18.1000003815,102,25.0,1004.0,False
DS,main,Aug,318.200012207,14.0,1505,25.0,1007.0,False
DS,main,Aug,236.399993896,17.2999992371,1448,25.0,1008.0,False
ET,split,Jun,135.0,29.0,437,0.0,992.0,False
ET,main,Nov,151.0,6.5,1031,0.0,1004.0,False
ET,main,Mar,90.0,-10.8000001907,1416,28.0,997.0,False
TS,main,Sep,298.200012207,26.6999988556,1006,30.0,1014.0,False
ET,split,Aug,128.300003052,16.1999988556,491,0.0,995.0,False
TS,main,Oct,179.0,24.5,2180,0.0,1004.0,False
TS,main,Mar,63.2999992371,-13.1999998093,975,20.0,1006.0,False
ET,main,Sep,161.5,18.0,2593,0.0,1008.0,False
ET,main,Oct,319.600006104,35.5,1629,35.0,0.0,False
TS,main,Jan,79.0,-10.3000001907,1823,44.0,984.0,False
DS,main,Oct,251.300003052,15.0,626,25.0,1005.0,False
TS,main,Oct,256.0,13.0,573,25.0,0.0,False
TS,main,Jul,246.5,16.7999992371,774,45.0,0.0,False
ET,main,Dec,56.6999969482,-8.69999980927,885,20.0,1003.0,False
ET,main,Sep,324.0,10.3000001907,1537,30.0,0.0,False
DS,main,Oct,323.399993896,15.5,2039,30.0,1007.0,False
TS,main,Jul,259.200012207,11.6999998093,567,30.0,0.0,False
ET,main,Sep,151.0,14.0,1846,0.0,1004.0,False
TS,main,Aug,255.800003052,15.1999998093,352,30.0,1001.0,False
ET,main,Sep,289.0,24.0,374,30.0,0.0,False
TS,main,Oct,248.600006104,12.5999994278,1021,25.0,1009.0,False
TS,main,Sep,301.5,11.5999994278,290,50.0,0.0,False
TS,main,Aug,116.5,21.0,203,0.0,1002.0,False
TS,main,Feb,139.5,8.80000019073,1147,0.0,998.0,False
TS,main,Aug,312.5,40.5,817,90.0,0.0,False
TS,main,Jul,264.700012207,11.0,516,30.0,0.0,False
ET,main,Sep,322.299987793,10.3999996185,1508,25.0,1007.0,False
TS,main,Mar,94.0,-14.5999994278,1493,31.0,1000.0,False
ET,main,Sep,130.099990845,17.5,731,0.0,996.0,False
TS,main,Sep,255.5,17.6000003815,131,45.0,0.0,False
TS,main,Sep,264.799987793,11.1999998093,492,25.0,0.0,False
TS,main,Aug,300.299987793,26.1999988556,1061,20.0,1012.0,False
TS,main,Sep,222.900009155,9.69999980927,2195,25.0,1010.0,False
TS,main,Aug,296.5,31.0,1232,15.0,0.0,False
SS,main,Oct,312.5,25.0,2007,25.0,1010.0,False
ET,main,Dec,173.800003052,2.29999995232,1873,0.0,1004.0,False
ET,main,Nov,143.5,13.5,1780,0.0,1008.0,False
TS,main,Mar,73.0,-11.0,1928,24.0,1000.0,False
ET,main,Oct,288.799987793,26.0,566,40.0,0.0,False
TS,main,Sep,214.0,18.6999988556,928,45.0,0.0,False
ET,main,Jul,134.399993896,17.2999992371,1114,0.0,1002.0,False
TS,main,May,247.300003052,12.8999996185,1096,45.0,0.0,False
TS,main,Oct,256.899993896,15.2999992371,303,25.0,1006.0,False
ET,main,Aug,325.200012207,13.1999998093,1874,35.0,0.0,False
TS,main,May,64.0,-8.89999961853,1424,20.0,1003.0,False
TS,main,Jun,266.100006104,11.1999998093,405,30.0,0.0,False
TS,main,Jun,254.100006104,11.3999996185,814,25.0,1011.0,False
TS,main,Jun,255.0,16.5,256,75.0,0.0,False
ET,main,Apr,155.0,14.0999994278,1935,0.0,1008.0,False
ET,main,Apr,146.099990845,9.5999994278,1312,0.0,1002.0,False
TS,main,Nov,252.300003052,14.5,609,25.0,0.0,False
DS,main,Aug,266.700012207,13.8999996185,132,25.0,1007.0,False
TS,main,Jun,251.600006104,11.3999996185,934,25.0,0.0,False
ET,main,Jan,70.0,-13.0,1532,0.0,0.0,False
TS,main,Sep,259.299987793,15.0,218,40.0,0.0,False
TS,main,Jun,259.399993896,15.6999998093,147,35.0,0.0,False
TS,main,Jul,251.800003052,11.8999996185,876,75.0,0.0,False
TS,main,Oct,244.5,12.5999994278,1290,25.0,0.0,False
TS,main,Sep,321.200012207,11.5,1595,25.0,0.0,False
TS,main,Sep,251.200012207,16.8999996185,484,25.0,1006.0,False
ET,main,Sep,133.0,13.0999994278,817,0.0,1004.0,False
TS,main,May,68.0,-7.39999961853,1803,28.0,997.0,False
TS,main,Oct,287.5,25.5,483,25.0,1012.0,False
TS,main,Apr,166.199996948,5.19999980927,1637,0.0,1004.0,False
TS,main,Jul,247.300003052,18.6000003815,556,75.0,0.0,False
TS,main,Aug,181.5,34.3999977112,2191,45.0,0.0,False
TS,main,Aug,146.0,23.0,1453,0.0,1006.0,False
TS,main,Dec,78.5,-8.5,1630,20.0,0.0,False
ET,main,Sep,315.799987793,34.0,1592,30.0,0.0,False
DS,main,Oct,245.5,13.7999992371,1123,30.0,1006.0,False
ET,main,Apr,143.0,10.0,1404,0.0,1004.0,False
ET,main,Oct,148.899993896,13.7999992371,1789,0.0,1008.0,False
ET,main,Jul,138.5,12.0,1381,0.0,1006.0,False
TS,main,Aug,209.900009155,9.19999980927,1242,30.0,0.0,False
TS,main,Nov,185.0,5.0,2086,25.0,0.0,False
TS,main,Sep,246.899993896,15.0,941,25.0,0.0,False
DS,main,Aug,244.300003052,16.0,975,25.0,1009.0,False
ET,main,Sep,170.0,11.5,2451,0.0,1008.0,False
TS,main,Jun,254.800003052,11.8000001907,747,30.0,1009.0,False
TS,main,Sep,293.299987793,22.8999996185,484,50.0,0.0,False
TS,main,Sep,311.0,35.5,1283,35.0,0.0,False
TS,main,Aug,223.5,12.5,2105,25.0,1009.0,False
TS,main,Sep,300.700012207,14.3999996185,453,35.0,0.0,False
DS,main,Sep,320.299987793,31.5,2037,25.0,1009.0,False
TS,main,Oct,342.0,11.5,164,20.0,0.0,False
ET,main,Sep,124.0,16.0,189,0.0,1000.0,False
TS,main,Oct,328.600006104,8.30000019073,1552,30.0,1009.0,False
TS,main,Aug,339.0,15.0,377,20.0,0.0,False
ET,main,Sep,170.099990845,10.0,2304,0.0,1000.0,False
ET,main,Aug,306.899993896,28.6999988556,1714,30.0,0.0,False
ET,main,Apr,293.799987793,29.0999984741,1116,30.0,1008.0,False
DS,main,May,258.5,14.5999994278,299,25.0,1005.0,False
ET,main,Nov,309.600006104,33.8999977112,1432,45.0,988.0,False
TS,main,Jul,251.0,18.7999992371,389,25.0,0.0,False
DS,main,Aug,254.600006104,16.2999992371,301,30.0,1005.0,False
ET,main,Sep,310.600006104,29.2999992371,1954,50.0,0.0,False
TS,merge,Feb,73.0,-16.0,1675,0.0,0.0,False
TS,main,Sep,334.200012207,10.3999996185,1006,25.0,1010.0,False
TS,main,Sep,253.200012207,15.7999992371,435,25.0,0.0,False
TS,main,Sep,221.0,15.2999992371,1740,45.0,0.0,False
TS,merge,Jun,269.600006104,23.3999996185,251,40.0,0.0,False
ET,main,May,140.0,8.0,1086,0.0,1006.0,False
ET,main,Apr,152.800003052,6.5,1052,0.0,1004.0,False
TS,main,Jun,263.700012207,11.5999994278,449,30.0,0.0,False
ET,main,Oct,156.0,16.5,2222,0.0,1000.0,False
TS,main,Jul,228.699996948,8.5,2725,30.0,1010.0,False
DS,main,Aug,328.799987793,9.5,1599,30.0,1007.0,False
DS,main,Aug,241.899993896,14.0999994278,1302,25.0,1010.0,False
TS,main,Dec,88.0,-11.1999998093,1607,25.0,1002.0,False
TS,main,Jun,141.0,9.19999980927,1249,0.0,1004.0,False
ET,main,Sep,287.0,31.5,482,20.0,1012.0,False
TS,main,Jul,259.700012207,11.5,567,30.0,1008.0,False
TS,main,Aug,255.700012207,17.2999992371,140,25.0,0.0,False
TS,main,Mar,170.0,5.19999980927,1834,0.0,1006.0,False
DS,main,Jun,272.0,7.89999961853,337,20.0,1009.0,False
ET,main,Oct,157.800003052,16.1999988556,2249,0.0,990.0,False
TS,main,Aug,263.600006104,13.1999998093,269,25.0,1012.0,False
DS,main,Aug,238.899993896,11.0,1777,25.0,1007.0,False
TS,main,Jul,322.0,10.0,1459,20.0,0.0,False
ET,main,Sep,309.200012207,21.7999992371,1590,30.0,1010.0,False
TS,main,Sep,257.600006104,12.7999992371,521,30.0,0.0,False
TS,main,Jul,234.899993896,19.1000003815,1407,75.0,0.0,False
TS,main,Jul,270.0,25.6999988556,379,30.0,0.0,False
TS,main,Jul,239.0,12.0,1686,25.0,1011.0,False
TS,main,May,148.399993896,8.69999980927,1215,0.0,1008.0,False
TS,main,Aug,288.399993896,30.7999992371,630,70.0,0.0,False
TS,main,Oct,248.800003052,13.3999996185,942,25.0,1008.0,False
TS,main,Jan,135.800003052,7.89999961853,963,0.0,1004.0,False
TS,main,Feb,70.7999954224,-14.7999992371,1508,20.0,1006.0,False
TS,main,Dec,78.0999984741,-14.0999994278,2257,24.0,1000.0,False
TS,main,Jul,250.5,9.89999961853,1141,45.0,0.0,False
ET,main,Nov,156.5,5.5,1102,0.0,1002.0,False
TS,main,Aug,216.0,12.5,1394,30.0,0.0,False
ET,main,Aug,287.299987793,29.7999992371,652,30.0,1008.0,False
ET,main,Jun,133.399993896,11.0,814,0.0,1002.0,False
TS,main,Nov,86.2999954224,-7.19999980927,1521,20.0,1006.0,False
ET,main,Sep,241.200012207,14.0,1360,25.0,0.0,False
TS,main,Oct,300.700012207,15.5999994278,578,30.0,1008.0,False
ET,main,Aug,151.199996948,10.5,1473,0.0,1010.0,False
TS,main,Feb,41.7000007629,-14.8999996185,97,0.0,0.0,False
TS,main,Jun,266.0,12.5,296,30.0,1003.0,False
TS,main,Mar,168.0,6.0,1800,0.0,1004.0,False
TS,main,Sep,245.100006104,12.5,1273,25.0,1008.0,False
TS,main,Dec,89.1999969482,-6.7999997139,1217,25.0,1002.0,False
TS,main,Aug,319.0,13.0999994278,1500,25.0,1009.0,False
DS,main,May,261.899993896,9.0,756,25.0,1006.0,False
TS,main,Sep,249.0,15.7999992371,744,25.0,1009.0,False
ET,main,Aug,151.399993896,27.2999992371,1364,0.0,1002.0,False
TS,main,Aug,189.100006104,11.8999996185,1633,20.0,1009.0,False
TS,main,Oct,325.0,12.0,1751,70.0,0.0,False
TS,main,Jun,315.0,10.0,944,25.0,1011.0,False
TS,main,Jun,147.0,17.0,2119,0.0,1010.0,False
ET,main,Sep,328.899993896,19.0,1476,35.0,0.0,False
ET,main,Sep,314.5,18.7999992371,1706,30.0,1008.0,False
TS,main,Jul,247.899993896,12.3000001907,1098,45.0,0.0,False
ET,main,Sep,292.0,35.2999992371,679,50.0,0.0,False
TS,main,Aug,125.899993896,17.0,361,0.0,1000.0,False
TS,main,Jul,250.399993896,12.5,908,25.0,1006.0,False
TS,main,Apr,89.6999969482,-13.1999998093,1639,35.0,995.0,False
ET,main,Mar,53.0,-13.6999998093,313,0.0,0.0,False
ET,main,Dec,170.0,5.0,1815,0.0,998.0,False
TS,main,Oct,151.0,17.6999988556,2212,0.0,998.0,False
TS,main,Jul,247.200012207,12.1999998093,1159,25.0,1008.0,False
TS,main,Sep,255.0,14.7999992371,423,30.0,1008.0,False
TS,main,Aug,154.099990845,24.6999988556,1760,0.0,1006.0,False
TS,main,Sep,286.5,32.5,370,50.0,0.0,False
TS,main,Sep,245.399993896,10.5,1433,30.0,1008.0,False
TS,main,Jul,254.100006104,18.3999996185,145,75.0,0.0,False
ET,main,Sep,328.700012207,15.1999998093,1484,25.0,1011.0,False
TS,main,Feb,67.5999984741,-14.3999996185,1229,20.0,1005.0,False
DS,main,Sep,334.200012207,14.0,897,25.0,1010.0,False
TS,main,Jul,256.399993896,15.6999998093,278,25.0,0.0,False
TS,main,Sep,254.399993896,17.1000003815,249,45.0,0.0,False
TS,main,Jan,91.0999984741,-11.1999998093,1369,-1.0,1004.0,False
ET,main,May,128.899993896,10.0,309,0.0,1008.0,False
ET,main,Feb,75.6999969482,-11.8999996185,2066,25.0,1005.0,False
SS,main,Aug,290.0,38.0,383,35.0,1012.0,False
ET,main,Jan,60.0,-18.0,337,0.0,0.0,False
ET,main,May,282.600006104,28.5,302,25.0,1011.0,False
TS,main,Aug,179.0,13.0,2459,0.0,1002.0,False
TS,main,Jul,318.600006104,9.30000019073,1228,35.0,1011.0,False
TS,main,Aug,304.600006104,12.8999996185,657,50.0,0.0,False
TS,main,May,264.799987793,6.69999980927,846,20.0,1009.0,False
TS,main,Nov,280.5,10.5,112,60.0,0.0,False
TS,main,Sep,143.0,12.5,1666,0.0,1004.0,False
TS,main,Apr,162.0,6.0,1508,0.0,1008.0,False
TS,main,Aug,254.200012207,17.5,217,25.0,1012.0,False
TS,main,Aug,303.700012207,13.6999998093,611,30.0,1007.0,False
TS,main,Nov,112.099998474,7.7999997139,415,0.0,1008.0,False
ET,main,Apr,84.5999984741,-10.6999998093,1874,0.0,1003.0,False
ET,main,Sep,307.600006104,32.7000007629,1548,30.0,1016.0,False
TS,main,Nov,308.0,25.0,1585,20.0,0.0,False
TS,main,Oct,251.300003052,13.3999996185,771,30.0,1009.0,False
DS,main,Dec,324.399993896,23.8999996185,1918,30.0,1009.0,False
ET,main,Sep,157.0,11.0,1677,0.0,1004.0,False
TS,main,Aug,140.0,27.5,771,0.0,1012.0,False
ET,main,Aug,282.0,30.0,294,25.0,0.0,False
TS,main,Sep,252.600006104,19.1999988556,218,30.0,1005.0,False
ET,main,Dec,173.0,5.0,2022,0.0,1004.0,False
TS,main,Sep,314.0,13.0,1135,25.0,0.0,False
TS,main,Oct,145.899993896,20.1000003815,1754,0.0,1008.0,False
TS,main,Aug,260.100006104,13.3999996185,353,30.0,1007.0,False
ET,main,Aug,339.0,14.0,385,35.0,0.0,False
ET,main,Oct,138.899993896,10.5999994278,1317,0.0,1003.0,False
TS,main,Oct,315.799987793,8.69999980927,926,35.0,0.0,False
TS,main,Mar,57.0,-13.0,743,0.0,0.0,False
TS,main,Nov,89.7999954224,-6.7999997139,1160,30.0,997.0,False
ET,main,May,133.5,10.3000001907,807,0.0,1008.0,False
TS,main,Feb,84.7999954224,-10.1999998093,1827,25.0,1003.0,False
TS,main,Oct,251.300003052,14.0,715,75.0,0.0,False
ET,main,Sep,146.5,19.0,1890,0.0,1008.0,False
ET,main,May,148.5,10.5,1417,0.0,1006.0,False
ET,main,Jul,281.700012207,30.2999992371,284,25.0,1010.0,False
ET,main,Jan,139.199996948,7.19999980927,968,0.0,1002.0,False
TS,main,Aug,213.0,12.5,1143,25.0,0.0,False
ET,main,Aug,337.600006104,13.5999994278,542,30.0,0.0,False
TS,main,Sep,251.899993896,17.8999996185,356,75.0,0.0,False
TS,main,Dec,70.6999969482,-9.0999994278,1861,24.0,1000.0,False
TS,main,Jun,253.100006104,11.6999998093,824,25.0,0.0,False
TS,main,Nov,291.0,21.0,188,20.0,0.0,False
ET,main,Aug,341.200012207,16.0,201,15.0,0.0,False
ET,main,Oct,294.700012207,23.8999996185,615,70.0,0.0,False
ET,main,Sep,156.199996948,7.7999997139,1315,0.0,1008.0,False
ET,main,Nov,154.0,6.0,1034,0.0,1002.0,False
ET,main,Sep,152.5,19.1000003815,2155,0.0,996.0,False
TS,main,Aug,282.799987793,32.0,224,30.0,1008.0,False
TS,main,Jun,264.799987793,14.5999994278,155,25.0,1008.0,False
TS,main,Jun,252.700012207,11.6999998093,843,30.0,0.0,False
TS,split,Feb,68.5999984741,-21.7999992371,1132,0.0,0.0,False
ET,main,Aug,142.5,14.2999992371,1841,0.0,1002.0,False
ET,main,Aug,152.399993896,22.6000003815,1824,0.0,1006.0,False
TS,main,Aug,269.0,27.7999992371,145,20.0,0.0,False
TS,main,Jan,133.0,8.0,706,0.0,1002.0,False
TS,main,Aug,248.899993896,13.5,926,25.0,1007.0,False
ET,main,Jul,162.399993896,7.0,1621,0.0,1004.0,False
TS,main,Jul,255.399993896,16.8999996185,195,30.0,1005.0,False
TS,main,Jun,275.0,18.0,235,0.0,0.0,False
ET,main,Nov,301.5,32.0,1411,30.0,0.0,False
ET,main,Aug,138.0,27.0,744,0.0,1000.0,False
TS,main,Oct,141.5,9.0,1242,0.0,1006.0,False
DS,main,Jul,255.100006104,12.3000001907,683,30.0,1007.0,False
TS,main,Aug,291.799987793,31.6999988556,813,30.0,1007.0,False
TS,main,Aug,308.100006104,14.1999998093,963,25.0,1009.0,False
ET,main,Oct,153.0,8.0,1221,0.0,1004.0,False
TS,main,Sep,88.4000015259,-8.89999961853,1415,28.0,997.0,False
ET,main,Sep,293.5,32.0,930,30.0,0.0,False
ET,main,Oct,149.0,16.0,2035,0.0,1006.0,False
TS,main,Jun,55.7999992371,-10.8000001907,687,0.0,0.0,False
ET,main,Oct,304.200012207,19.1000003815,1034,25.0,1006.0,False
TS,main,Sep,253.5,14.0999994278,568,25.0,0.0,False
TS,main,Apr,101.199996948,-9.80000019073,554,20.0,1005.0,False
TS,main,Oct,299.600006104,22.1999988556,688,25.0,1009.0,False
TS,main,Jul,256.399993896,12.3000001907,620,25.0,1010.0,False
TS,main,Sep,256.200012207,15.6999998093,285,25.0,1007.0,False
TS,main,Sep,327.0,11.5,1716,35.0,0.0,False
TS,main,Nov,66.0999984741,-11.5999994278,1308,15.0,1011.0,False
TS,main,Apr,113.099998474,13.6999998093,399,0.0,1002.0,False
TS,main,Jul,304.899993896,9.89999961853,448,25.0,0.0,False
TS,main,Jun,252.200012207,15.8999996185,487,25.0,1006.0,False
TS,main,Jul,256.700012207,15.8999996185,246,25.0,0.0,False
TS,main,Oct,303.0,42.5,438,50.0,0.0,False
TS,main,Aug,342.5,11.5,126,20.0,0.0,False
TS,main,Sep,255.600006104,16.7999992371,193,30.0,0.0,False
ET,main,May,113.0,17.0,332,0.0,1004.0,False
ET,main,Oct,284.0,27.6999988556,352,50.0,0.0,False
TS,main,Sep,253.0,12.7999992371,720,25.0,0.0,False
