% IBTrACS (International Best Track Archive for Climate Stewardship) tropical storm database
@RELATION tropicalstorms

@ATTRIBUTE nature {TS, SS, ET, DS}
@ATTRIBUTE track_type {main, merge, split, other}
@ATTRIBUTE month {Jan, Feb, Mar, Apr, May, Jun, Jul, Aug, Sep, Oct, Nov, Dec}
@ATTRIBUTE lon REAL
@ATTRIBUTE lat REAL
@ATTRIBUTE dist2land REAL
@ATTRIBUTE msw REAL
@ATTRIBUTE mcp REAL
@ATTRIBUTE landfall {True, False}

@DATA
TS,main,Sep,303.0,12.0,460,30.0,0.0,True
ET,main,Sep,305.0,34.0,1350,45.0,0.0,False
ET,main,Oct,284.5,22.5,162,30.0,0.0,True
TS,main,Jun,272.0,28.0,154,35.0,0.0,True
TS,main,Jul,286.0,25.0,377,35.0,0.0,True
TS,main,Oct,271.5,28.5,80,30.0,0.0,True
TS,main,Oct,279.299987793,18.5,245,35.0,0.0,True
TS,main,Nov,280.299987793,11.1999998093,190,35.0,0.0,True
TS,main,Jun,280.0,11.0,171,30.0,0.0,True
ET,main,Aug,292.0,32.0,809,30.0,0.0,False
ET,main,Aug,339.0,12.5,451,30.0,0.0,False
TS,main,Aug,287.5,28.5,664,40.0,0.0,True
ET,main,Oct,289.0,41.0,55,50.0,0.0,True
ET,main,Oct,273.5,18.0,139,35.0,0.0,True
TS,main,Sep,283.600006104,25.1999988556,151,30.0,0.0,True
ET,main,Jul,283.5,27.3999996185,297,35.0,0.0,True
ET,main,Aug,334.0,14.0,919,30.0,0.0,True
ET,main,Sep,296.5,25.5,822,30.0,0.0,False
ET,main,May,280.0,21.0,78,25.0,0.0,True
TS,main,Jun,280.5,12.5,336,25.0,0.0,True
ET,main,Jul,307.899993896,11.5,668,30.0,0.0,True
TS,main,Aug,266.0,24.0,368,35.0,0.0,True
TS,main,Aug,305.0,13.3999996185,719,35.0,0.0,True
TS,main,Aug,299.700012207,16.0,598,55.0,0.0,True
TS,main,Sep,284.5,24.1999988556,225,35.0,0.0,True
ET,main,Sep,314.5,13.0,1164,35.0,0.0,False
TS,main,Oct,285.399993896,26.5,374,40.0,0.0,True
ET,main,Oct,300.799987793,11.6999998093,226,30.0,0.0,False
ET,main,Oct,284.399993896,18.5,81,25.0,0.0,True
ET,main,Nov,284.5,12.3000001907,159,30.0,0.0,True
TS,main,Jul,301.0,12.0,262,25.0,0.0,True
ET,main,Aug,292.5,32.0,849,35.0,0.0,True
ET,main,Aug,315.5,15.5,1454,60.0,0.0,False
ET,main,Sep,302.899993896,13.3999996185,521,40.0,0.0,True
TS,main,Aug,301.5,12.5999994278,345,35.0,0.0,True
ET,main,Aug,286.700012207,27.6999988556,550,35.0,0.0,True
TS,main,Aug,309.0,35.0,1303,35.0,0.0,False
ET,main,Sep,303.0,24.6000003815,1127,40.0,0.0,True
TS,main,Sep,300.200012207,13.8999996185,381,35.0,0.0,False
ET,main,Sep,287.299987793,33.0,393,30.0,0.0,False
TS,main,Sep,299.0,16.0,547,25.0,0.0,True
ET,main,Nov,301.5,32.0,1411,30.0,0.0,False
ET,main,Sep,323.399993896,11.0999994278,1608,35.0,0.0,False
TS,main,Sep,283.5,11.6999998093,164,30.0,0.0,True
ET,main,Sep,303.0,32.5,1421,30.0,0.0,False
TS,main,Sep,265.0,21.0,190,30.0,0.0,True
ET,main,Sep,320.0,10.0,1398,40.0,0.0,True
ET,main,Sep,296.600006104,23.0,562,35.0,0.0,False
ET,main,Oct,276.0,24.0,137,30.0,0.0,True
ET,main,Oct,279.899993896,12.6999998093,361,35.0,0.0,True
TS,main,Nov,295.0,20.8999996185,286,25.0,0.0,True
TS,main,Jun,277.700012207,15.5,102,25.0,0.0,True
ET,main,Sep,280.600006104,28.7999992371,112,30.0,0.0,False
TS,main,Oct,284.5,12.0,129,25.0,0.0,True
ET,main,Oct,275.5,16.5,70,25.0,0.0,True
ET,main,Jun,265.0,20.0,145,25.0,0.0,True
ET,main,Sep,287.0,29.3999996185,676,25.0,0.0,True
TS,main,Sep,340.600006104,11.6999998093,293,30.0,0.0,False
ET,main,Sep,287.0,27.0,542,25.0,0.0,True
TS,main,Oct,267.0,10.3999996185,433,35.0,0.0,True
